NTD ID,Agency Name,Reporter Type,Reporting Module,Primary Mode Served,Facility ID,Facility Type,Facility Name,Street Address,City,State,ZIP Code,Latitude,Longitude, Square Feet ,Section of a Larger Facility,Year Built or Reconstructed as New,LonLat,full_address,lon_digits,lat_digits,coordinates,County,Category,Definition
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1864,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN VIRGINIA ST AND 7TH AVE, W SIDE",Westlake Ave and 7th Ave,Seattle,WA,98121,47.61492,-122.3379,"1,100",0,2007,"(-122.3379, 47.61492)","Westlake Ave and 7th Ave, Seattle, WA ,98121.0",4,5,"(47.6153086, -122.3378665)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1865,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE, E SIDE",Westlake Ave and 8th Ave,Seattle,WA,98121,47.61559,-122.3378,"1,106",0,2007,"(-122.3378, 47.61559)","Westlake Ave and 8th Ave, Seattle, WA ,98121.0",4,5,"(47.6166466, -122.3381417)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1866,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN BLANCHARD ST AND 9TH AVE, W SIDE",Westlake Ave and 9th Ave,Seattle,WA,98121,47.61794,-122.3385,"1,750",0,2007,"(-122.3385, 47.61794)","Westlake Ave and 9th Ave, Seattle, WA ,98121.0",4,5,"(47.6177702, -122.3383613)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1867,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN BLANCHARD ST AND 9TH AVE, E SIDE",Westlake Ave and 9th Ave,Seattle,WA,98121,47.61825,-122.3383,"1,782",0,2007,"(-122.3383, 47.61825)","Westlake Ave and 9th Ave, Seattle, WA ,98121.0",4,5,"(47.6177702, -122.3383613)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1868,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST, W SIDE",Westlake Ave N and Harrison St,Seattle,WA,98109,47.62147,-122.3386,"2,124",0,2007,"(-122.3386, 47.62147)","Westlake Ave N and Harrison St, Seattle, WA ,98109.0",4,5,"(47.6220467, -122.3384426)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1869,Simple At-Grade Platform Station,"SLU: TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST, W SIDE",Terry Ave N and Thomas St,Seattle,WA,98109,47.62135,-122.3373,600,0,2007,"(-122.3373, 47.62135)","Terry Ave N and Thomas St, Seattle, WA ,98109.0",4,5,"(47.6208669, -122.3371547)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1870,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST, W SIDE",Westlake Ave N and Mercer St,Seattle,WA,98109,47.62407,-122.3386,"1,032",0,2007,"(-122.3386, 47.62407)","Westlake Ave N and Mercer St, Seattle, WA ,98109.0",4,5,"(47.62455689999999, -122.3384348)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1871,Simple At-Grade Platform Station,"SLU: TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST, W SIDE",Terry Ave N and Mercer St,Seattle,WA,98109,47.62342,-122.3371,864,0,2007,"(-122.3371, 47.62342)","Terry Ave N and Mercer St, Seattle, WA ,98109.0",4,5,"(47.6245511, -122.3371576)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1872,Simple At-Grade Platform Station,"SLU: VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD, N SIDE",Valley St and Lake Union Park Access Rd,Seattle,WA,98109,47.62583,-122.3364,860,0,2007,"(-122.3364, 47.62583)","Valley St and Lake Union Park Access Rd, Seattle, WA ,98109.0",4,5,"(47.6270969, -122.338463)",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Full Reporter,Urban,Streetcar Rail,1873,Simple At-Grade Platform Station,"SLU: FAIRVIEW AVE N BETWEEN ALOHA ST AND WARD ST, C SIDE",Fairview Ave N and Ward St,Seattle,WA,98109,47.62758,-122.3324,"1,220",0,2007,"(-122.3324, 47.62758)","Fairview Ave N and Ward St, Seattle, WA ,98109.0",4,5,"(47.6277692, -122.3320523)",King County,6,Modern Streetcar
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10141,At-Grade Fixed Guideway Station,Beaverton Central MAX Station,Beaverton Central MAX Station,Beaverton,OR,97005,45.490411,-122.807078,"5,060",0,1998,"(-122.807078, 45.490411)","Beaverton Central MAX Station, Beaverton, OR ,97005.0",6,6,"(45.49042590000001, -122.8070926)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10142,At-Grade Fixed Guideway Station,Beaverton Creek MAX Station,Beaverton Creek MAX Station,Beaverton,OR,97003,45.500376,-122.832926,"3,608",0,1998,"(-122.832926, 45.500376)","Beaverton Creek MAX Station, Beaverton, OR ,97003.0",6,6,"(45.500417, -122.833055)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10144,At-Grade Fixed Guideway Station,Beaverton TC MAX Station,Beaverton TC MAX Station,Beaverton,OR,97005,45.49146,-122.801626,"7,655",0,1998,"(-122.801626, 45.49146)","Beaverton TC MAX Station, Beaverton, OR ,97005.0",6,5,"(45.4914575, -122.8016546)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10145,At-Grade Fixed Guideway Station,Cascades MAX Station,Cascades MAX Station,Portland,OR,97220,45.572344,-122.558124,"2,720",0,2001,"(-122.558124, 45.572344)","Cascades MAX Station, Portland, OR ,97220.0",6,6,"(45.5723543, -122.558141)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10148,At-Grade Fixed Guideway Station,Civic Drive MAX Station,Civic Drive MAX Station,Gresham,OR,97030,45.508185,-122.441543,"5,328",0,2010,"(-122.441543, 45.508185)","Civic Drive MAX Station, Gresham, OR ,97030.0",6,6,"(45.5081907, -122.4415814)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10150,At-Grade Fixed Guideway Station,Clackamas Town Center TC MAX Station,Clackamas Town Center TC MAX Station,Clackamas,OR,97086,45.435711,-122.56776,"5,400",0,2009,"(-122.56776, 45.435711)","Clackamas Town Center TC MAX Station, Clackamas, OR ,97086.0",5,6,"(45.4358909, -122.5732894)",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10151,At-Grade Fixed Guideway Station,Cleveland Ave MAX Station,Cleveland Ave MAX Station,Gresham,OR,97030,45.501662,-122.417899,"6,208",0,1986,"(-122.417899, 45.501662)","Cleveland Ave MAX Station, Gresham, OR ,97030.0",6,6,"(45.5017729, -122.4184754)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10153,At-Grade Fixed Guideway Station,Clinton St/SE 12th Ave MAX Station,Clinton St/SE 12th Ave MAX Station,Portland,OR,97202,45.502764,-122.653222,"3,604",0,1998,"(-122.653222, 45.502764)","Clinton St/SE 12th Ave MAX Station, Portland, OR ,97202.0",6,6,"(45.5028509, -122.6533901)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10154,Exclusive Platform Station,Delta Park/Vanport MAX Station,Delta Park/Vanport MAX Station,Portland,OR,97217,45.596241,-122.685702,"5,790",0,2004,"(-122.685702, 45.596241)","Delta Park/Vanport MAX Station, Portland, OR ,97217.0",6,6,"(45.59612, -122.68562)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10159,At-Grade Fixed Guideway Station,Elmonica/SW 170th Ave MAX Station,Elmonica/SW 170th Ave MAX Station,Beaverton,OR,97003,45.510018,-122.851452,"3,967",0,1998,"(-122.851452, 45.510018)","Elmonica/SW 170th Ave MAX Station, Beaverton, OR ,97003.0",6,6,"(45.5099231, -122.8515139)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10161,At-Grade Fixed Guideway Station,Expo Center MAX Station,Expo Center MAX Station,Portland,OR,97217,45.605764,-122.685588,"5,420",0,2004,"(-122.685588, 45.605764)","Expo Center MAX Station, Portland, OR ,97217.0",6,6,"(45.6053587, -122.6857448)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10163,At-Grade Fixed Guideway Station,Fair Complex/Hillsboro Airport MAX Station,Fair Complex/Hillsboro Airport MAX Station,Hillsboro,OR,97124,45.52689,-122.947105,"5,880",0,1998,"(-122.947105, 45.52689)","Fair Complex/Hillsboro Airport MAX Station, Hillsboro, OR ,97124.0",6,5,"(45.526983, -122.946154)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10165,At-Grade Fixed Guideway Station,Gateway/NE 99th Ave TC MAX Station,Gateway/NE 99th Ave TC MAX Station,Portland,OR,97220,45.530901,-122.563687,"11,640",0,2001,"(-122.563687, 45.530901)","Gateway/NE 99th Ave TC MAX Station, Portland, OR ,97220.0",6,6,"(45.5306376, -122.5636115)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10168,At-Grade Fixed Guideway Station,Gresham Central TC MAX Station,Gresham Central TC MAX Station,Gresham,OR,97030,45.502663,-122.427069,"7,203",0,1986,"(-122.427069, 45.502663)","Gresham Central TC MAX Station, Gresham, OR ,97030.0",6,6,"(45.5026552, -122.427018)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10169,At-Grade Fixed Guideway Station,Gresham City Hall MAX Station,Gresham City Hall MAX Station,Gresham,OR,97030,45.505881,-122.436042,"7,128",0,2017,"(-122.436042, 45.505881)","Gresham City Hall MAX Station, Gresham, OR ,97030.0",6,6,"(45.5057845, -122.4361323)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10174,At-Grade Fixed Guideway Station,Hatfield Government Center MAX Station,Hatfield Government Center MAX Station,Hillsboro,OR,97123,45.522191,-122.991054,"10,830",0,1998,"(-122.991054, 45.522191)","Hatfield Government Center MAX Station, Hillsboro, OR ,97123.0",6,6,"(45.522204, -122.991022)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10175,At-Grade Fixed Guideway Station,Hawthorn Farm MAX Station,Hawthorn Farm MAX Station,Hillsboro,OR,97124,45.529985,-122.93075,"4,300",0,1998,"(-122.93075, 45.529985)","Hawthorn Farm MAX Station, Hillsboro, OR ,97124.0",5,6,"(45.5299834, -122.9307419)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10179,At-Grade Fixed Guideway Station,Hollywood/NE 42nd Ave TC MAX Station,Hollywood/NE 42nd Ave TC MAX Station,Portland,OR,97232,45.532888,-122.621118,"4,313",0,1986,"(-122.621118, 45.532888)","Hollywood/NE 42nd Ave TC MAX Station, Portland, OR ,97232.0",6,6,"(45.53289789999999, -122.6211344)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10181,At-Grade Fixed Guideway Station,Lents/SE Foster Rd MAX Station,Lents/SE Foster Rd MAX Station,Portland,OR,97266,45.480543,-122.566789,"4,006",0,2009,"(-122.566789, 45.480543)","Lents/SE Foster Rd MAX Station, Portland, OR ,97266.0",6,6,"(45.48043699999999, -122.566808)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10184,At-Grade Fixed Guideway Station,Merlo Rd/SW 158th Ave MAX Station,Merlo Rd/SW 158th Ave MAX Station,Beaverton,OR,97003,45.505233,-122.842152,"4,200",0,1998,"(-122.842152, 45.505233)","Merlo Rd/SW 158th Ave MAX Station, Beaverton, OR ,97003.0",6,6,"(45.505228, -122.842148)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10185,At-Grade Fixed Guideway Station,Millikan Way MAX Station,Millikan Way MAX Station,Beaverton,OR,97005,45.495332,-122.821553,"4,945",0,1998,"(-122.821553, 45.495332)","Millikan Way MAX Station, Beaverton, OR ,97005.0",6,6,"(45.49523019999999, -122.8216184)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10188,At-Grade Fixed Guideway Station,Milwaukie/Main St MAX Station,Milwaukie/Main St MAX Station,Milwaukie,OR,97222,45.441374,-122.639866,"3,075",0,2015,"(-122.639866, 45.441374)","Milwaukie/Main St MAX Station, Milwaukie, OR ,97222.0",6,6,"(45.44131, -122.63991)",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10190,At-Grade Fixed Guideway Station,Mt Hood Ave MAX Station,Mt Hood Ave MAX Station,Portland,OR,97220,45.577242,-122.567115,"6,300",0,2001,"(-122.567115, 45.577242)","Mt Hood Ave MAX Station, Portland, OR ,97220.0",6,6,"(45.5772546, -122.5671406)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10191,At-Grade Fixed Guideway Station,NE 60th Ave MAX Station,NE 60th Ave MAX Station,Portland,OR,97213,45.528726,-122.602839,"4,224",0,1986,"(-122.602839, 45.528726)","NE 60th Ave MAX Station, Portland, OR ,97213.0",6,6,"(45.5287727, -122.6024306)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10192,At-Grade Fixed Guideway Station,NE 82nd Ave MAX Station,NE 82nd Ave MAX Station,Portland,OR,97220,45.533429,-122.578353,"4,500",0,1986,"(-122.578353, 45.533429)","NE 82nd Ave MAX Station, Portland, OR ,97220.0",6,6,"(45.5334113, -122.5783209)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10196,At-Grade Fixed Guideway Station,OMSI/SE Water MAX Station,OMSI/SE Water MAX Station,Portland,OR,97214,45.506619,-122.663001,"7,800",0,2015,"(-122.663001, 45.506619)","OMSI/SE Water MAX Station, Portland, OR ,97214.0",6,6,"(45.5066092, -122.6627415)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10198,At-Grade Fixed Guideway Station,Orenco/NW 231st Ave MAX Station,Orenco/NW 231st Ave MAX Station,Hillsboro,OR,97124,45.530293,-122.915872,"4,200",0,1998,"(-122.915872, 45.530293)","Orenco/NW 231st Ave MAX Station, Hillsboro, OR ,97124.0",6,6,"(45.530296, -122.9158316)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10200,Elevated Fixed Guideway Station,Parkrose/Sumner TC MAX Station,Parkrose/Sumner TC MAX Station,Portland,OR,97220,45.559118,-122.565527,"5,250",0,2001,"(-122.565527, 45.559118)","Parkrose/Sumner TC MAX Station, Portland, OR ,97220.0",6,6,"(45.5591334, -122.5655073)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10204,At-Grade Fixed Guideway Station,Portland Int'l Airport MAX Station,Portland Int'l Airport MAX Station,Portland,OR,97218,45.587544,-122.593087,"4,200",0,2001,"(-122.593087, 45.587544)","Portland Int'l Airport MAX Station, Portland, OR ,97218.0",6,6,"(45.587584, -122.5931)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10208,Exclusive Platform Station,Providence Park MAX Station,Providence Park MAX Station,Portland,OR,97205,45.521358,-122.690013,"1,415",0,1998,"(-122.690013, 45.521358)","Providence Park MAX Station, Portland, OR ,97205.0",6,6,"(45.5213229, -122.6898832)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10209,At-Grade Fixed Guideway Station,Quatama/NW 205th Ave MAX Station,Quatama/NW 205th Ave MAX Station,Hillsboro,OR,97006,45.523206,-122.888859,"4,000",0,1998,"(-122.888859, 45.523206)","Quatama/NW 205th Ave MAX Station, Hillsboro, OR ,97006.0",6,6,"(45.523201, -122.888821)",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10214,At-Grade Fixed Guideway Station,SE Bybee Blvd MAX Station,SE Bybee Blvd MAX Station,Portland,OR,97202,45.474776,-122.639995,"4,624",0,2015,"(-122.639995, 45.474776)","SE Bybee Blvd MAX Station, Portland, OR ,97202.0",6,6,"(45.4734007, -122.6344863)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10215,At-Grade Fixed Guideway Station,SE Division St MAX Station,SE Division St MAX Station,Portland,OR,97266,45.503249,-122.566635,"3,150",0,2009,"(-122.566635, 45.503249)","SE Division St MAX Station, Portland, OR ,97266.0",6,6,"(45.5032587, -122.566656)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10216,At-Grade Fixed Guideway Station,SE Flavel St MAX Station,SE Flavel St MAX Station,Portland,OR,97266,45.467914,-122.566634,"3,830",0,2009,"(-122.566634, 45.467914)","SE Flavel St MAX Station, Portland, OR ,97266.0",6,6,"(45.467835, -122.566652)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10217,At-Grade Fixed Guideway Station,SE Fuller Rd MAX Station,SE Fuller Rd MAX Station,Clackamas Co.,OR,97086,45.453503,-122.573652,"4,300",0,2009,"(-122.573652, 45.453503)","SE Fuller Rd MAX Station, Clackamas Co., OR ,97086.0",6,6,"(45.4534739, -122.5736653)",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10219,At-Grade Fixed Guideway Station,SE Holgate Blvd MAX Station,SE Holgate Blvd MAX Station,Portland,OR,97266,45.491224,-122.566263,"4,200",0,2009,"(-122.566263, 45.491224)","SE Holgate Blvd MAX Station, Portland, OR ,97266.0",6,6,"(45.491118, -122.566272)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10221,At-Grade Fixed Guideway Station,SE Main St MAX Station,SE Main St MAX Station,Portland,OR,97216,45.514378,-122.56443,"4,675",0,2009,"(-122.56443, 45.514378)","SE Main St MAX Station, Portland, OR ,97216.0",5,6,"(45.5143936, -122.5644638)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10223,At-Grade Fixed Guideway Station,SE Park Ave MAX Station,SE Park Ave MAX Station,Clackamas Co.,OR,97222,45.430726,-122.635059,"6,800",0,2015,"(-122.635059, 45.430726)","SE Park Ave MAX Station, Clackamas Co., OR ,97222.0",6,6,"(45.430734, -122.635065)",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10225,At-Grade Fixed Guideway Station,SE Powell Blvd MAX Station,SE Powell Blvd MAX Station,Portland,OR,97266,45.495871,-122.566188,"4,352",0,2009,"(-122.566188, 45.495871)","SE Powell Blvd MAX Station, Portland, OR ,97266.0",6,6,"(45.495747, -122.566184)",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Light Rail,10227,At-Grade Fixed Guideway Station,SE Tacoma/Johnson Creek MAX Station,SE Tacoma/Johnson Creek MAX Station,Portland,OR,97202,45.462749,-122.637561,"4,569",0,2015,"(-122.637561, 45.462749)","SE Tacoma/Johnson Creek MAX Station, Portland, OR ,97202.0",6,6,"(45.46280700000001, -122.637633)",Multnomah County,3,20th Century Rail
